Thu Mar 18 18:26:01 2021    output.dat

         188712296 function calls (185104778 primitive calls) in 194.084 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    47524    0.038    0.000    0.063    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/environments/tf_py_environment.py:55(_check_not_called_concurrently)
    21902    0.037    0.000    0.071    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/eager/def_function.py:1303(__get__)
    44614    0.037    0.000    0.162    0.000 {method 'extendleft' of 'collections.deque' objects}
    94244    0.037    0.000    0.065    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/numpy/core/numeric.py:1358(<listcomp>)
    10046    0.037    0.000    0.365    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/replay_buffers/tf_uniform_replay_buffer.py:548(_get_rows_for_id)
    50197    0.037    0.000    0.037    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow_probability/python/util/seed_stream.py:195(__call__)
    26754    0.037    0.000    0.120    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:991(__bool__)
    43287    0.037    0.000    0.047    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/utils/common.py:65(check_tf1_allowed)
    32317    0.037    0.000    0.144    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/utils/nest_utils.py:750(<listcomp>)
    23889    0.036    0.000    0.036    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/eager/def_function.py:76(called_without_tracing)
    10046    0.036    0.000   18.475    0.002 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/drivers/dynamic_step_driver.py:144(<listcomp>)
   126775    0.036    0.000    0.036    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/array_ops.py:1508(<genexpr>)
    22263    0.036    0.000    0.596    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow_probability/python/distributions/distribution.py:868(batch_shape)
    48229    0.036    0.000    0.053    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/eager/function.py:2954(input_signature)
   183886    0.036    0.000    0.051    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/enum.py:730(__hash__)
   222710    0.036    0.000    0.036    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/nn_ops.py:1116(<genexpr>)
    77845    0.035    0.000    0.503    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/numpy/core/_methods.py:45(_sum)
    48015    0.035    0.000    0.035    0.000 {method 'rfind' of 'str' objects}
    20460    0.035    0.000    0.073    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/eager/context.py:1793(__exit__)
    22263    0.035    0.000    1.455    0.000 <decorator-gen-32>:1(convert_to_tensor_v2_with_dispatch)
    32317    0.035    0.000    0.205    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/utils/nest_utils.py:761(<listcomp>)
    22263    0.035    0.000    1.911    0.000 <decorator-gen-26>:1(cast)
    21034    0.035    0.000    0.372    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/gen_array_ops.py:10298(strided_slice)
    10046    0.035    0.000    0.219    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/resource_variable_ops.py:2046(_read_variable_op)
   133208    0.034    0.000    0.034    0.000 /Users/marvin/FML2020/fml-project/environment.py:250(<genexpr>)
    23360    0.034    0.000    0.365    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/utils/nest_utils.py:814(unbatch_nested_array)
    44528    0.034    0.000    0.043    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow_probability/python/distributions/deterministic.py:167(_parameter_control_dependencies)
    21305    0.034    0.000    0.492    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/gen_resource_variable_ops.py:447(read_variable_op)
    22364    0.034    0.000    0.427    0.000 <__array_function__ internals>:2(prod)
    11459    0.034    0.000    0.064    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/distribute/distribution_strategy_context.py:80(_get_per_thread_mode)
    89084    0.034    0.000    0.054    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow_probability/python/internal/tensor_util.py:150(is_variable)
   104994    0.034    0.000    0.066    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/utils/nest_utils.py:403(<genexpr>)
    46720    0.034    0.000    0.891    0.000 /Users/marvin/FML2020/fml-project/adapter/bomberman_adapter.py:171(is_episode_finished)
    23360    0.034    0.000   18.374    0.001 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/environments/tf_environment.py:211(step)
    44526    0.033    0.000    0.054    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/numpy/core/numerictypes.py:286(issubclass_)
    71793    0.033    0.000    0.064    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/core/ag_ctx.py:29(_control_ctx)
    23886    0.033    0.000    0.070    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/core/ag_ctx.py:61(__exit__)
    22265    0.033    0.000    0.114    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/util/nest.py:1257(<listcomp>)
8007/2007    0.033    0.000    0.131    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/data/util/nest.py:126(_packed_nest_with_indices)
     8943    0.033    0.000    3.082    0.000 /Users/marvin/FML2020/fml-project/deep_bomber/dqn_training_profiler.py:138(<lambda>)
    63173    0.032    0.000    0.636    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/constant_op.py:336(_constant_tensor_conversion_function)
    23360    0.032    0.000    0.132    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/utils/nest_utils.py:815(<lambda>)
    11233    0.032    0.000    0.411    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/resource_variable_ops.py:661(read_and_set_handle)
    46610    0.032    0.000    0.032    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/util/tf_inspect.py:283(<listcomp>)
    91385    0.032    0.000    0.032    0.000 {method 'values' of 'mappingproxy' objects}
   117350    0.032    0.000    0.032    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/eager/function.py:1992(outputs)
    22279    0.032    0.000    0.094    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/util/nest.py:897(flatten_up_to)
    17757    0.032    0.000    0.032    0.000 /Users/marvin/FML2020/fml-project/environment.py:85(tile_is_free)
    12055    0.031    0.000    0.528    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/math_ops.py:1981(reduce_sum)
    21004    0.031    0.000    0.289    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/gen_array_ops.py:9133(shape)
   104558    0.031    0.000    0.031    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/tensor_spec.py:73(name)
     9142    0.031    0.000    0.625    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/resource_variable_ops.py:560(value)
    41252    0.031    0.000    0.319    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/policies/tf_policy.py:351(<listcomp>)
    72212    0.031    0.000    0.208    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/numpy/core/_asarray.py:14(asarray)
    22269    0.031    0.000    5.584    0.000 <decorator-gen-176>:1(__init__)
     9166    0.031    0.000    0.309    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/math_ops.py:1192(r_binary_op_wrapper)
     2187    0.031    0.000    0.256    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:1880(__init__)
    45796    0.031    0.000    0.031    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/weakref.py:382(__getitem__)
   227529    0.031    0.000    0.031    0.000 {method 'keys' of 'dict' objects}
    44518    0.030    0.000    0.148    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tree/__init__.py:276(flatten)
    22265    0.030    0.000    0.506    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/math_ops.py:261(argmax_v2)
    10054    0.030    0.000    0.039    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/trajectories/trajectory.py:565(from_transition)
    20996    0.030    0.000    0.200    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/utils/nest_utils.py:416(<listcomp>)
    24672    0.030    0.000    0.449    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/math_ops.py:1646(equal)
    82540    0.030    0.000    0.136    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/tensor_shape.py:270(assert_is_compatible_with)
    47972    0.030    0.000    0.038    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/queue.py:212(_put)
    32311    0.030    0.000    0.030    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/numpy/core/getlimits.py:509(min)
    97200    0.030    0.000    0.030    0.000 {method '__enter__' of '_thread.lock' objects}
    23561    0.030    0.000    1.840    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/utils/nest_utils.py:810(batch_nested_array)
   251653    0.030    0.000    0.030    0.000 {method 'popleft' of 'collections.deque' objects}
    11233    0.029    0.000    0.707    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/resource_variable_ops.py:658(_read_variable_op)
108321/104370    0.029    0.000    0.062    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/util/nest.py:744(_yield_flat_up_to)
   202188    0.029    0.000    0.096    0.000 {built-in method builtins.iter}
    63178    0.029    0.000    0.264    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/array_ops.py:1512(_autopacking_conversion_function)
    42357    0.029    0.000    0.029    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/numpy/core/getlimits.py:522(max)
   178168    0.029    0.000    0.029    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/engine/base_layer.py:2573(<genexpr>)
    89084    0.029    0.000    0.114    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/utils/nest_utils.py:306(<listcomp>)
    94248    0.029    0.000    0.060    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/numpy/core/_asarray.py:86(asanyarray)
   114864    0.029    0.000    0.055    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/utils/nest_utils.py:757(<genexpr>)
    94244    0.029    0.000    0.029    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
    32317    0.028    0.000    0.152    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/utils/nest_utils.py:751(<listcomp>)
    23360    0.028    0.000    0.028    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
    40920    0.028    0.000    0.028    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/eager/context.py:842(device_spec)
    19005    0.028    0.000    0.061    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/random_seed.py:41(get_seed)
    89084    0.028    0.000    0.038    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow_probability/python/internal/tensor_util.py:160(is_module)
    22269    0.028    0.000    4.989    0.000 <decorator-gen-172>:1(__init__)
    20996    0.028    0.000    0.107    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/utils/nest_utils.py:398(<listcomp>)
    43351    0.028    0.000    0.100    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/tensor_util.py:1042(maybe_set_static_shape)
    74215    0.028    0.000    0.035    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/tensor_shape.py:845(__len__)
   196406    0.028    0.000    0.032    0.000 {built-in method builtins.setattr}
    20528    0.028    0.000    0.174    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:5202(device)
    44518    0.027    0.000    0.176    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow_probability/python/internal/backend/numpy/nest.py:63(flatten)
    11149    0.027    0.000    0.275    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/trajectories/trajectory.py:90(is_boundary)
   104994    0.027    0.000    0.052    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/utils/nest_utils.py:407(<genexpr>)
    23360    0.027    0.000    0.100    0.000 <__array_function__ internals>:2(squeeze)
    89084    0.027    0.000    0.063    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/utils/nest_utils.py:305(<listcomp>)
    10046    0.027    0.000    9.790    0.001 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/replay_buffers/replay_buffer.py:72(add_batch)
    13516    0.027    0.000    0.255    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/trajectories/time_step.py:76(is_last)
   123892    0.027    0.000    0.027    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetStopOnThread}
     1010    0.027    0.000    0.027    0.000 {built-in method builtins.dir}
    83635    0.027    0.000    0.027    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/tensor_spec.py:271(minimum)
    96061    0.026    0.000    0.026    0.000 {built-in method time.time}
      656    0.026    0.000    0.026    0.000 {built-in method builtins.compile}
   231621    0.026    0.000    0.026    0.000 {built-in method builtins.id}
     2000    0.026    0.000    0.804    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/data/ops/iterator_ops.py:717(_next_internal)
     8947    0.026    0.000    0.130    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/math_ops.py:645(pow)
    20996    0.026    0.000    0.145    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/utils/nest_utils.py:400(<listcomp>)
    20996    0.026    0.000    0.039    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/utils/nest_utils.py:401(<listcomp>)
     2001    0.026    0.000   87.001    0.043 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/drivers/dynamic_step_driver.py:184(_run)
     2002    0.026    0.000    0.451    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/data/util/structure.py:189(_from_tensor_list_helper)
    32047    0.026    0.000    0.043    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/anno.py:138(setanno)
    91868    0.026    0.000    0.026    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/resource_variable_ops.py:598(trainable)
    48086    0.026    0.000    0.038    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/posixpath.py:41(_get_sep)
    22269    0.025    0.000    5.171    0.000 <decorator-gen-174>:1(__init__)
    89084    0.025    0.000    0.036    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/utils/nest_utils.py:307(<listcomp>)
    54583    0.025    0.000    0.025    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/policies/tf_policy.py:451(emit_log_probability)
