Thu Mar 18 18:26:01 2021    output.dat

         188712296 function calls (185104778 primitive calls) in 194.084 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       41    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.StringIO' objects}
       18    0.000    0.000    0.127    0.007 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/eager/function.py:3216(_define_function_with_shape_relaxation)
      142    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/device_spec.py:377(__eq__)
       64    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/inspect_utils.py:350(<genexpr>)
       18    0.000    0.000    0.001    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/engine/base_layer.py:2951(_init_call_fn_args)
      408    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:5132(_colocation_stack)
      102    0.000    0.000    0.000    0.000 {method 'ListFields' of 'google.protobuf.pyext._message.CMessage' objects}
        2    0.000    0.000    0.005    0.003 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/multiprocessing/context.py:110(SimpleQueue)
      144    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/saving/saved_model/serialized_attributes.py:168(checkpointable_objects)
       37    0.000    0.000    0.001    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/eager/function.py:217(is_same_structure)
       36    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/engine/base_layer.py:1615(metrics)
        3    0.000    0.000    0.002    0.001 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/training/tracking/data_structures.py:914(__init__)
       16    0.000    0.000    0.026    0.002 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/engine/base_layer.py:2681(_maybe_build)
      614    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/device_spec.py:35(_as_str_or_none)
      202    0.000    0.000    0.003    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/environments/tf_py_environment.py:243(_isolated_current_time_step_py)
       37    0.000    0.000    0.011    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/astunparse/__init__.py:11(unparse)
      110    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/variable_scope.py:1223(set_use_resource)
       55    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/auto_control_deps.py:233(__enter__)
       18    0.000    0.000    0.001    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/saving/saved_model/save_impl.py:309(_reset_layer_losses)
      126    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/saving/saved_model/serialized_attributes.py:183(<dictcomp>)
       28    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/posixpath.py:334(normpath)
        8    0.000    0.000    0.002    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/layers/convolutional.py:300(get_config)
        3    0.000    0.000    0.236    0.079 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/training/tracking/util.py:1169(save)
      231    0.000    0.000    0.001    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/static_analysis/activity.py:208(mark_param)
       42    0.000    0.000    0.025    0.001 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/resource_variable_ops.py:1486(__init__)
      126    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/backend.py:653(get_graph)
       14    0.000    0.000    0.006    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/func_graph.py:713(capture_eager_tensor)
      320    0.000    0.000    0.001    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/engine/base_layer.py:1269(<genexpr>)
      161    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/weakref.py:395(__setitem__)
       54    0.000    0.000    0.001    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/impl/api.py:601(do_not_convert)
       83    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/eager/execute.py:201(make_shape)
      282    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/optimizer_v2/optimizer_v2.py:1348(_var_key)
      160    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/random.py:285(choice)
        3    0.000    0.000    0.022    0.007 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/utils/common.py:239(soft_variables_update)
      236    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/transformer.py:128(__exit__)
       78    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:4096(<listcomp>)
       55    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/eager/function.py:433(<listcomp>)
       26    0.000    0.000    0.028    0.001 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/training/saving/saveable_object_util.py:124(restore)
       11    0.000    0.000    0.013    0.001 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/array_ops.py:3081(ones)
      306    0.000    0.000    0.002    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/utils/ag_logging.py:138(log)
    34/32    0.000    0.000    0.081    0.003 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/static_analysis/reaching_definitions.py:189(visit_FunctionDef)
      451    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/eager/function.py:511(name)
       20    0.000    0.000    0.001    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/tempfile.py:144(__next__)
      130    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/training/tracking/data_structures.py:652(<dictcomp>)
      373    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/cfg.py:72(__init__)
      832    0.000    0.000    0.000    0.000 {built-in method from_iterable}
       20    0.000    0.000    0.015    0.001 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/converters/return_statements.py:227(visit_Return)
       36    0.000    0.000    0.003    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/saving/saved_model/save_impl.py:495(add_function)
    65/16    0.000    0.000    0.029    0.002 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/converters/return_statements.py:277(_visit_statement_block)
       16    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:591(_code_to_timestamp_pyc)
       46    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringGetCellBoolGauge1}
        5    0.000    0.000    0.220    0.044 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/training/saving/functional_saver.py:207(save)
      126    0.000    0.000    0.024    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/engine/base_layer.py:3081(_list_extra_dependencies_for_serialization)
       83    0.000    0.000    0.001    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/op_def_library.py:205(_MakeShape)
       16    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/numpy/lib/stride_tricks.py:114(_broadcast_to)
       28    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/functional_ops.py:1192(<listcomp>)
    71/59    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/qual_names.py:187(ast)
        4    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_CreatePlaceholders}
      410    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/inspect.py:72(isclass)
      212    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:6788(_op_to_colocate_with)
      129    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/traceable_stack.py:131(copy)
        6    0.000    0.000    0.001    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/saved_model/nested_structure_coder.py:462(do_encode)
      576    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/saved_model/nested_structure_coder.py:258(can_encode)
    85/69    0.000    0.000    0.112    0.002 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/templates.py:172(visit_FunctionDef)
       18    0.000    0.000    0.004    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/saving/saved_model/serialized_attributes.py:205(set_and_validate_objects)
       41    0.000    0.000    0.013    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/variables.py:223(_variable_v2_call)
       26    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:477(_init_module_attrs)
      126    0.000    0.000    0.024    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/saving/saved_model/base_serialization.py:57(list_extra_dependencies_for_serialization)
      165    0.000    0.000    0.003    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/training/tracking/data_structures.py:637(_track_value)
       12    0.000    0.000    0.002    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/saved_model/function_serialization.py:86(serialize_bare_concrete_function)
       74    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_OperationGetAttrBool}
       16    0.000    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:1020(set_data)
      117    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/converters/return_statements.py:74(_postprocess_statement)
      144    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/saving/saved_model/utils.py:272(should_save_traces)
      239    0.000    0.000    0.001    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/numpy/core/_methods.py:56(_all)
       14    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/saved_model/utils_impl.py:70(build_tensor_info_internal)
       13    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/utils/common.py:1088(<listcomp>)
       18    0.000    0.000    0.006    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/utils/version_utils.py:63(__new__)
      108    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/engine/base_layer_utils.py:553(is_subclassed)
      110    0.000    0.000    0.001    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/util/object_identity.py:235(__len__)
      248    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
      343    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/static_analysis/reaching_definitions.py:51(__init__)
       35    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/initializers/__init__.py:38(populate_deserializable_objects)
      104    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/core/converter.py:183(uses)
      298    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/core/converter.py:169(as_tuple)
      628    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
      572    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/saved_model/nested_structure_coder.py:308(can_encode)
    68/62    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/optimizer_v2/optimizer_v2.py:808(__setattr__)
  182/139    0.000    0.000    0.002    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/core/unsupported_features_checker.py:32(visit_Attribute)
    17/16    0.000    0.000    0.036    0.002 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/static_analysis/liveness.py:145(visit_FunctionDef)
        3    0.000    0.000    0.014    0.005 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/converters/control_flow.py:312(visit_For)
      114    0.000    0.000    0.001    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/logging/__init__.py:1493(log)
        2    0.000    0.000    0.041    0.021 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/eager/backprop.py:993(gradient)
        8    0.000    0.000    0.018    0.002 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/layers/core.py:1173(build)
       18    0.000    0.000    0.002    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/saving/saved_model/save_impl.py:339(__init__)
       16    0.000    0.000    0.166    0.010 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/converters/return_statements.py:392(transform)
       28    0.000    0.000    0.002    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/util/tf_stack.py:105(__init__)
       26    0.000    0.000    0.001    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/resource_variable_ops.py:108(_combine_handle_data)
       16    0.000    0.000    0.112    0.007 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/transpiler.py:38(_wrap_into_factory)
      130    0.000    0.000    0.001    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/training/tracking/data_structures.py:651(_list_functions_for_serialization)
       28    0.000    0.000    0.004    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/functional_ops.py:1231(_set_read_only_resource_inputs_attr)
       97    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tf_session.SetRequireShapeInferenceFns}
       97    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/device.py:174(is_null_merge)
       26    0.000    0.000    0.017    0.001 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/resource_variable_ops.py:303(shape_safe_assign_variable_handle)
      136    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/core/converter.py:173(__hash__)
      192    0.000    0.000    0.001    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/engine/base_layer.py:1274(<genexpr>)
      369    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/device_spec.py:427(__hash__)
        8    0.000    0.000    0.005    0.001 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/saved_model/save.py:433(_map_function_arguments_to_created_inputs)
      284    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:4650(op_in_group)
       74    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/static_analysis/liveness.py:156(_block_statement_live_in)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TF_ListPhysicalDevices}
       28    0.000    0.000    0.013    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/functional_ops.py:1189(<listcomp>)
       93    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/utils/tf_inspect.py:365(isclass)
      307    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/device_spec.py:351(_components_to_string)
        1    0.000    0.000    0.001    0.001 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/engine/base_layer_v1.py:16(<module>)
      261    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/eager/execute.py:184(make_bool)
      538    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/util/object_identity.py:131(__init__)
        2    0.000    0.000    1.032    0.516 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/data/ops/dataset_ops.py:3340(__init__)
       16    0.000    0.000    0.004    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/tempfile.py:512(NamedTemporaryFile)
      121    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/training/saving/saveable_object.py:24(__init__)
        7    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/data/ops/dataset_ops.py:190(__init__)
      126    0.000    0.000    0.024    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/saving/saved_model/layer_serialization.py:73(objects_to_serialize)
       50    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/inspect.py:493(unwrap)
       28    0.000    0.000    0.000    0.000 {tensorflow.python.framework.fast_tensor_util.AppendInt64ArrayToTensorProto}
       10    0.000    0.000    0.011    0.001 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/random_ops.py:159(truncated_normal)
       14    0.000    0.000    0.003    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/static_analysis/activity.py:607(visit_Lambda)
       24    0.000    0.000    0.033    0.001 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/distribute/distribute_lib.py:2426(update)
       20    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/engine/base_layer.py:1420(losses)
        4    0.000    0.000    0.001    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/saved_model/nested_structure_coder.py:532(do_encode)
        1    0.000    0.000    0.087    0.087 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/policies/policy_saver.py:149(__init__)
      135    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/core/ag_ctx.py:35(control_status_ctx)
        4    0.000    0.000    0.045    0.011 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/cond_v2.py:63(cond_v2)
       39    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/func_graph.py:696(clear_captures)
       30    0.000    0.000    0.021    0.001 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/variables.py:182(_variable_v1_call)
      171    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/cache.py:92(_get_key)
  372/148    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/tensor_util.py:230(_FlattenToStrings)
      103    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/tensor_shape.py:858(__iter__)
      236    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/transformer.py:124(__enter__)
        2    0.000    0.000    0.020    0.010 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/saved_model/save.py:515(_generate_signatures)
       16    0.000    0.000    0.008    0.001 <frozen importlib._bootstrap_external>:841(source_to_code)
      160    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/device_spec.py:301(_string_to_components)
      624    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/util/object_identity.py:80(unwrapped)
      307    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/device_spec.py:43(_as_device_str_or_none)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/eager/context.py:926(config)
       63    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:103(release)
      126    0.000    0.000    0.001    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/impl/conversion.py:221(is_in_allowlist_cache)
       95    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/converters/continue_statements.py:79(_postprocess_statement)
       88    0.000    0.000    0.004    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/converters/call_trees.py:149(_kwargs_to_dict)
       12    0.000    0.000    0.002    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow_probability/python/experimental/composite_tensor.py:112(_type_spec)
       22    0.000    0.000    0.027    0.001 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/module/module.py:178(submodules)
       17    0.000    0.000    0.001    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/tokenize.py:295(detect_encoding)
  103/100    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1017(_handle_fromlist)
      319    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/operators/variables.py:22(ld)
      110    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/util/object_identity.py:237(<listcomp>)
       60    0.000    0.000    0.002    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/cfg.py:691(_process_exit_statement)
       36    0.000    0.000    0.001    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/json/encoder.py:182(encode)
       22    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
       35    0.000    0.000    0.003    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/init_ops_v2.py:136(__call__)
       55    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/eager/function.py:452(<listcomp>)
        2    0.000    0.000    0.021    0.011 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/networks/q_network.py:46(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method _pickle.dump}
       88    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/converters/call_trees.py:86(to_ast)
        8    0.000    0.000    0.019    0.002 /var/folders/p3/z9l4rsd12p3gylf2sshnz6900000gn/T/tmp8rh9r5ll.py:9(tf__signature_wrapper)
       10    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/weakref.py:345(remove)
       37    0.000    0.000    0.011    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/astunparse/unparser.py:32(__init__)
      352    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/transformer.py:191(__init__)
       45    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/copy.py:128(deepcopy)
        4    0.000    0.000    0.007    0.002 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/layers/convolutional.py:112(__init__)
        1    0.000    0.000    0.015    0.015 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/data/experimental/ops/scan_ops.py:32(__init__)
        4    0.000    0.000    0.005    0.001 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/multiprocessing/context.py:65(Lock)
      304    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       16    0.000    0.000    0.037    0.002 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/origin_info.py:271(resolve_entity)
      256    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/training/tracking/base.py:610(_setattr_tracking)
       48    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/tensor_util.py:597(<listcomp>)
       48    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/origin_info.py:169(__init__)
